reviewId,userName,content,score,thumbsUpCount,reviewCreatedVersion,at,appVersion,emojis,combined,hf_sentiment,hf_sentiment_label
7c4e2530-fcfe-4eb4-9950-31d17ca129c5,Vinod Bodhankar,conducted 200 webinars in these 2 covid years. perfect app for indian peninsular river basins council networking across india. now at least a webinar each day is happening. perfect support by zoom app. the best in this domain. thanks zoom.,5,2,5.9.1.3642,2022-01-16 04:54:53,5.9.1.3642,,conducted 200 webinars in these 2 covid years. perfect app for indian peninsular river basins council networking across india. now at least a webinar each day is happening. perfect support by zoom app. the best in this domain. thanks zoom. ,label_2,positive
0a1063be-bf68-4d74-b69e-9e93764941ed,G. Shiva Prakash,"wonderful app, connects all, it helpful for students for online classes.",4,0,5.8.1.2403,2022-01-13 06:34:44,5.8.1.2403,,"wonderful app, connects all, it helpful for students for online classes. ",label_2,positive
3cc7bbdb-c619-49fe-8c20-7e7103848684,surendar Sankhla,very nice app,5,0,5.9.1.3642,2022-01-25 03:36:12,5.9.1.3642,,very nice app ,label_2,positive
4a7245ba-f45e-40ed-b36b-928867d27ec2,Sonia Jain,nice app,5,0,unknown,2022-01-28 10:41:50,unknown,,nice app ,label_2,positive
d95ecab4-6f56-43c0-ad0a-35513703bc90,Leon Saunders,love it,5,0,5.9.1.3642,2022-01-17 17:43:14,5.9.1.3642,,love it ,label_2,positive
4fd127c8-3e7c-4c2e-b44b-252a4584265e,Shivaraj Malleshyadagiri,"this the worst app i have seen , i unable to cannot important meeting and i lost 50 lakhs business opportunity",1,0,5.9.1.3642,2022-01-19 04:41:57,5.9.1.3642,,"this the worst app i have seen , i unable to cannot important meeting and i lost 50 lakhs business opportunity ",label_0,negative
5e887a34-70c7-4f6f-9315-2e11416e8086,Hemanta Humagai,vrea vrea good,5,0,unknown,2022-01-19 02:21:50,unknown,,vrea vrea good ,label_2,positive
5c400f14-523d-4161-99ee-62b64ff31fc8,Stephen Aiyelabola,very excellent,5,0,unknown,2022-01-25 05:36:25,unknown,,very excellent ,label_2,positive
d0288edb-f83c-4c28-8344-e0f92a2ccb6e,Abhishek Ghosh,poggers,5,0,5.9.1.3642,2022-01-05 07:57:06,5.9.1.3642,,poggers ,label_1,neutral
b1cb7bb7-7797-4503-b60f-3ae489d40a4b,Sricharithreddy Ileni,superb app it is most usedul for my online classes,5,0,5.8.3.2634,2022-01-03 06:34:46,5.8.3.2634,,superb app it is most usedul for my online classes ,label_2,positive
8d821754-5c74-4027-9c9f-793ffb9a6ec3,Yashas Hl,👌👋,5,0,5.9.0.3502,2022-01-19 12:35:39,5.9.0.3502,👌👋,👌👋 👌👋,label_2,positive
de64fd93-b640-49b6-8154-a73f2a74f5a7,Parvati Yattinamani,this app is helpful,5,0,unknown,2022-01-24 06:15:07,unknown,,this app is helpful ,label_2,positive
0e8ded6b-8cb3-43bd-a6da-0c640d4ec19f,Mouna Steny,good,5,0,5.9.1.3642,2022-01-25 10:31:13,5.9.1.3642,,good ,label_2,positive
520ab84e-3626-48fe-8c9b-9ce701665601,Kiran Gupta,this app is very great,5,0,5.9.1.3642,2022-01-05 05:09:03,5.9.1.3642,,this app is very great ,label_2,positive
b60bbdb6-784f-4e7a-83f1-772cb3d978cb,Mahesh Bhagat,good,5,0,unknown,2022-01-05 03:59:55,unknown,,good ,label_2,positive
1478028b-3c1e-42f5-8832-40e588c62774,mincrft gamer,bahi dag se chalta nahi,1,0,unknown,2022-01-19 06:47:02,unknown,,bahi dag se chalta nahi ,label_1,neutral
0b6ff637-fcc4-4762-9f9c-3fb7b594ab41,Awaneesh Kumar Yadav,its good but one thing want some background filters and some new upgrade then you can achieve 5 star,4,1,5.9.1.3642,2022-01-25 07:50:40,5.9.1.3642,,its good but one thing want some background filters and some new upgrade then you can achieve 5 star ,label_2,positive
5247e984-3f9d-46d7-9ec2-a492b5058d85,Lakshy Sisodiya,very good,5,0,unknown,2022-01-13 02:14:32,unknown,,very good ,label_2,positive
94b70097-08b8-4e48-9b54-ca32b0183e6a,Raju Kumar Chaudhry,nice,5,0,5.7.7.2047,2022-01-07 13:33:26,5.7.7.2047,,nice ,label_2,positive
5ada21da-a3d4-432b-99e6-8a5430ffbdf8,Joanne Maddock,basic online meeting app for all .no excuse .easy to use .,5,0,5.9.1.3642,2022-01-20 00:07:29,5.9.1.3642,,basic online meeting app for all .no excuse .easy to use . ,label_2,positive
58cf6d8b-cddf-4a7e-b2c0-2fefc265fe6e,Fauzan Khot,the best aap ever,5,0,unknown,2022-01-05 07:02:35,unknown,,the best aap ever ,label_2,positive
43b53c15-8db6-4b5d-be98-96c5494ebd94,Sarita Vasaikar,good,5,0,5.9.1.3642,2022-01-25 13:15:44,5.9.1.3642,,good ,label_2,positive
ba260a5a-aba0-4218-8ee1-f25722cdebe7,Karthik Kumar,nice,5,0,5.6.0.1592,2022-01-06 05:32:18,5.6.0.1592,,nice ,label_2,positive
7d5bd7ee-f574-4ef4-b7aa-9de59fb09245,SUREE YT,very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very bad app😡😡😡😡,1,0,unknown,2022-01-12 05:55:28,unknown,😡😡😡😡,very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very bad app😡😡😡😡 😡😡😡😡,label_0,negative
2f230087-2c87-413b-b74f-31363336b33c,Nishii Sao,good,3,0,5.8.0.2282,2022-01-20 06:21:42,5.8.0.2282,,good ,label_2,positive
7fb70142-b491-45b5-800b-86e16bec1089,Sujit Pharande,goid,4,0,5.9.1.3642,2022-01-25 15:04:08,5.9.1.3642,,goid ,label_1,neutral
70fd3f31-ac50-45a7-b06d-17714448660b,Shanmugam Venkatesh,wonderful experience voice clear ok,5,0,5.9.1.3642,2022-01-28 08:17:13,5.9.1.3642,,wonderful experience voice clear ok ,label_2,positive
7ad9ed58-7c83-40ed-aa61-96e33c8b8004,Challenge for you - 1k subscribers with 0 videos,cool!,5,0,unknown,2022-01-19 05:29:50,unknown,,cool! ,label_2,positive
1d3ac4c4-4ce5-4793-830c-3cd58d8f0c91,Manish Goswami,very nice app,5,0,5.9.0.3502,2022-01-07 13:15:27,5.9.0.3502,,very nice app ,label_2,positive
6be7f4a0-70da-4180-8c34-1cdc9859410c,Prerna Rashmi,because in my application virtual background is not given,4,0,unknown,2022-01-12 03:51:19,unknown,,because in my application virtual background is not given ,label_0,negative
b81eb670-fef1-4812-9641-67132c8837fc,Mariya Ansari,osm,5,0,unknown,2022-01-20 08:00:14,unknown,,osm ,label_1,neutral
c081473b-ef1f-4bbd-b375-45c249326857,yogendra yadav,it's very easy join this,5,0,5.9.1.3642,2022-01-15 08:03:56,5.9.1.3642,,it's very easy join this ,label_2,positive
3d710c45-03b3-4eb6-8a3b-2b39de65fe1f,KYLE WILLIAMSON,good reception.,5,0,5.9.1.3642,2022-01-18 01:43:27,5.9.1.3642,,good reception. ,label_2,positive
9ab648be-9135-423f-acc5-d31aa38e6b14,Hifza Kanwal,it's very good app for online working people 👍,4,0,5.9.1.3642,2022-01-27 05:07:36,5.9.1.3642,👍,it's very good app for online working people 👍 👍,label_2,positive
6c1953eb-5dcf-414d-8e25-7cafdab2a829,Winfridah Chuuzwe,amazing love this app,5,0,5.8.4.2783,2022-01-21 16:11:31,5.8.4.2783,,amazing love this app ,label_2,positive
5d68d57d-fce2-4582-9fbc-b11e4f0fb394,Zahni Taqvi,nice and helpful for video conferencing and lectures,5,0,5.7.6.1900,2022-01-24 08:24:28,5.7.6.1900,,nice and helpful for video conferencing and lectures ,label_2,positive
229dd207-e64e-4c98-ae6f-3ed2a999b661,Bonnie Stepp,"i don't appreciate the intrusion on my privacy. why does this app insist on access to my photos, media and option to record for me to use this app? i'm sure there's a concocted reason for the 'good', however i'm more concerned of the many possibilities of misuse and abuse this will enable. there are no enforceable assurances that this will not happen.",1,33,5.9.1.3642,2022-01-19 02:58:34,5.9.1.3642,,"i don't appreciate the intrusion on my privacy. why does this app insist on access to my photos, media and option to record for me to use this app? i'm sure there's a concocted reason for the 'good', however i'm more concerned of the many possibilities of misuse and abuse this will enable. there are no enforceable assurances that this will not happen. ",label_0,negative
3159a1b4-153a-426b-8c09-70bcc5af3e4c,Nimrat kaur brar,good app,5,0,unknown,2022-01-31 07:08:10,unknown,,good app ,label_2,positive
b6658f15-6b0b-4cb6-886a-b64c1c7704ee,official gagu vlog.,this is a tati app,5,0,unknown,2022-01-19 05:14:11,unknown,,this is a tati app ,label_1,neutral
8f4baf4c-d037-4707-b774-481841f8d1a4,Abhigyan Shandilya,this app destroyed my lockdown chi,1,0,unknown,2022-01-11 03:31:04,unknown,,this app destroyed my lockdown chi ,label_0,negative
f61a5228-9f37-4734-9e1c-294cb2c45544,Sonal Roy,awesome app for online class & meetings from 3 years i am using,5,0,5.9.1.3642,2022-01-17 07:51:07,5.9.1.3642,,awesome app for online class & meetings from 3 years i am using ,label_2,positive
531b564d-0be9-4f4a-9f12-7fd777f4489a,aluvala thirumala,good,5,0,5.9.1.3642,2022-01-20 02:55:55,5.9.1.3642,,good ,label_2,positive
4f193900-c390-4ff9-81b6-dd6c60d8a86f,Manasvi Maheshwari,this is nice but to this have so many problem this is a ok not an excellent,2,0,5.9.1.3642,2022-01-06 05:04:44,5.9.1.3642,,this is nice but to this have so many problem this is a ok not an excellent ,label_0,negative
2f037161-c81a-4bfa-9253-a8edf1612c7c,Kanchan Jadhav,good,5,0,5.6.3.1813,2022-01-07 04:13:42,5.6.3.1813,,good ,label_2,positive
467df18d-bf24-434d-a914-afb329754296,Belinda M Hollington,the meeting plead the blood of jesus christ is so inspiring and informational l enjoy it very much thank god for zoom,5,0,5.9.1.3642,2022-01-03 18:11:20,5.9.1.3642,,the meeting plead the blood of jesus christ is so inspiring and informational l enjoy it very much thank god for zoom ,label_2,positive
c7a0ff1e-d562-4a08-8d33-b40ff57ed8b9,Kalyani Ahire,1time tri this app its nice,3,0,unknown,2022-01-11 05:33:31,unknown,,1time tri this app its nice ,label_2,positive
684298ec-d4b9-4bf5-8190-55de9871ee1a,st.jude school killipalam,very enlightening talk by br.john,5,0,5.9.1.3642,2022-01-24 12:54:46,5.9.1.3642,,very enlightening talk by br.john ,label_2,positive
942553be-c891-4b47-b7ca-c2f172973686,Harmeet Singh Gill,very bad app,1,0,5.6.7.2173,2022-01-18 03:48:28,5.6.7.2173,,very bad app ,label_0,negative
60b966b5-ea10-44a3-a1a5-19d6b210a7aa,Alone Gamerz,very bad app it again and again downloads zoom emoji package once i cancel it again starts downloading i takes my whole net of one day please fix this,1,0,5.9.1.3642,2022-01-21 06:36:14,5.9.1.3642,,very bad app it again and again downloads zoom emoji package once i cancel it again starts downloading i takes my whole net of one day please fix this ,label_0,negative
54ee5edc-e2f3-4c06-a4f9-e6365e3afee5,madhan suresh,லாஸ் vygfixfuhbdixxh ப்திப் என்று,5,0,5.9.3.4247,2022-01-28 15:49:06,5.9.3.4247,,லாஸ் vygfixfuhbdixxh ப்திப் என்று ,label_1,neutral
3d469db8-e4f8-4095-8c8a-2b5eb135a572,BAGH SINGH RATHORE,nic,5,0,5.9.1.3642,2022-01-08 06:23:18,5.9.1.3642,,nic ,label_1,neutral
b34b816a-4ead-4058-bd5d-00976d4b8605,Nidhi Gupta,this is really a good app,5,0,5.9.1.3642,2022-01-10 04:01:55,5.9.1.3642,,this is really a good app ,label_2,positive
126e9814-74ae-45aa-9243-4ccd26c7dd6b,Shinobu Kochou,it never starts a metting,1,0,5.9.1.3642,2022-01-10 15:04:17,5.9.1.3642,,it never starts a metting ,label_1,neutral
b19c9ba5-6773-4db3-a79a-e17b18b31096,Sandesh Power,best,5,0,unknown,2022-01-28 10:53:29,unknown,,best ,label_2,positive
5c77b1c8-0b8f-4f25-96d4-4873cc27c6c7,Mominul Islam Miraz,this app is super awesome 🔥🔥,5,0,5.9.3.4247,2022-01-29 15:16:50,5.9.3.4247,🔥🔥,this app is super awesome 🔥🔥 🔥🔥,label_2,positive
a441bdfe-698d-4f49-8f57-41bb681314bb,Rushil Nayak,very good experience,5,0,5.8.6.3139,2022-01-12 02:19:12,5.8.6.3139,,very good experience ,label_2,positive
cd50760b-ee87-4624-939c-90c5a9e5bab1,Aaditya Neupane,couldn't give 4 or 5,3,0,unknown,2022-01-16 15:24:08,unknown,,couldn't give 4 or 5 ,label_1,neutral
b2fb3ac1-f3ad-46f1-a27b-bc9f618602d1,Mhesh Nihale,mast app,5,0,unknown,2022-01-12 13:03:29,unknown,,mast app ,label_1,neutral
08052966-f267-43df-9e15-bdc793173c33,Aditya Narayan Dash,best for world,5,0,5.8.6.3139,2022-01-10 06:40:06,5.8.6.3139,,best for world ,label_2,positive
a1f017d9-e7d4-40bf-aa71-cf9d3f647ef9,Pabba Srinivas,i am a student,1,0,unknown,2022-01-17 04:05:01,unknown,,i am a student ,label_1,neutral
a5c41b50-334b-486f-a395-077ca15cdd2c,Tanvi Gupta,👌👍,1,0,5.7.7.2047,2022-01-19 03:15:33,5.7.7.2047,👌👍,👌👍 👌👍,label_2,positive
cc5a46af-8130-4e9f-b575-09f2822f5c89,Sony Saxena,learning,5,0,5.9.1.3642,2022-01-27 05:45:06,5.9.1.3642,,learning ,label_1,neutral
b8050e8b-3e8e-46cc-af62-d070a898e138,Shaheed Gaming,bad,3,0,5.9.1.3642,2022-01-31 08:04:07,5.9.1.3642,,bad ,label_0,negative
f2cdbdb6-bb97-45ac-aef3-92195c5e080a,Bakki shan,nice to study,5,1,unknown,2022-01-19 06:58:44,unknown,,nice to study ,label_2,positive
73b28205-8eeb-4a50-abf8-f856d26960bd,Idris Omotoke,it's been good so far.. it also helps allot,4,0,5.9.1.3642,2022-01-20 23:48:00,5.9.1.3642,,it's been good so far.. it also helps allot ,label_2,positive
68efd235-64b8-416f-a551-1baae8e90807,Sabitha Ahmadh,good need more convenience,4,0,5.9.1.3642,2022-01-11 05:32:19,5.9.1.3642,,good need more convenience ,label_2,positive
f581b8c3-31ef-46da-a369-093632a640fe,alka kumari,this aap needs an improved camera. very bad video quality,3,3,5.9.3.4247,2022-01-29 06:46:29,5.9.3.4247,,this aap needs an improved camera. very bad video quality ,label_0,negative
03d925fa-c219-4e33-992b-04e1c9118b30,Chena Ram,good,4,0,unknown,2022-01-30 05:40:54,unknown,,good ,label_2,positive
2b6e5a23-e46d-4a35-b1e3-1dd594498a0e,Salman Malik,flop,1,0,unknown,2022-01-21 02:14:51,unknown,,flop ,label_0,negative
ebb8080a-3b4b-4502-bf99-167d9394eda5,Vinay chaubey,good,5,0,5.9.1.3642,2022-01-08 07:42:52,5.9.1.3642,,good ,label_2,positive
92490b5b-f80a-44db-a23c-893440d8d104,Prince Raj,very good,4,0,unknown,2022-01-21 05:14:57,unknown,,very good ,label_2,positive
6235dcc0-8519-4043-b913-28ba49bdd6a5,Itz__prince7x,very bast metting app i love this app,5,0,unknown,2022-01-15 06:54:52,unknown,,very bast metting app i love this app ,label_2,positive
9e848ac6-3572-4ec1-8a32-b6b774807d53,chakri royalk,good,5,0,5.9.1.3642,2022-01-11 09:08:39,5.9.1.3642,,good ,label_2,positive
b7ce0faf-31db-401a-a821-cfee31716289,Naman Chandrakar,it is the best for online classes,5,0,5.6.3.1813,2022-01-27 06:15:07,5.6.3.1813,,it is the best for online classes ,label_2,positive
e394a079-72cc-494c-878c-c54ffca2b922,Sangeeta Varshney,"it is very very good app for everyone who take meetings on his or her's mobiles, laptops, computers,tabs and on etc...........",5,28,5.9.3.4247,2022-01-28 02:30:31,5.9.3.4247,,"it is very very good app for everyone who take meetings on his or her's mobiles, laptops, computers,tabs and on etc........... ",label_2,positive
1ce32266-1739-433b-a496-78c7e2f1cd86,Deepchand Singh,it's very good i like this app,5,0,unknown,2022-01-12 06:22:49,unknown,,it's very good i like this app ,label_2,positive
59958654-b876-42a3-a95a-3e002608bc8b,budugu vinay,pls give delete option for chat this is the reason for low rating after update i will raise my review,2,0,5.9.1.3642,2022-01-22 08:56:25,5.9.1.3642,,pls give delete option for chat this is the reason for low rating after update i will raise my review ,label_0,negative
767ca9d6-aca9-4864-bf98-6e5c4ff7b66c,Rishik Jindam,thank you,5,0,unknown,2022-01-30 07:28:04,unknown,,thank you ,label_2,positive
a8f98c84-3b6e-41d0-9018-2a1ec464f4eb,Seran R,it is download now 😇😇,1,0,unknown,2022-01-11 06:14:09,unknown,😇😇,it is download now 😇😇 😇😇,label_2,positive
68c72bb4-56a7-430d-8cbc-e88283890210,Ankit Raj,waaah,5,0,unknown,2022-01-17 05:14:00,unknown,,waaah ,label_1,neutral
12e17ea2-8ec3-4e19-abf6-478c56dee2cb,Sanjay Gautam,nice,5,0,5.7.4.1585,2022-01-23 13:22:44,5.7.4.1585,,nice ,label_2,positive
d3f32b2b-cdd7-45a1-bab6-ab012e289c77,Corissa McElroy,this app is great i always use it other then discord but anyway it's really good so 10/10,5,0,unknown,2022-01-14 02:19:33,unknown,,this app is great i always use it other then discord but anyway it's really good so 10/10 ,label_2,positive
a87c4fc8-52c7-4d6d-b825-411b8c971daf,Lulu Kargbo,it helps contact people you.,4,0,5.9.1.3642,2022-01-16 10:40:12,5.9.1.3642,,it helps contact people you. ,label_2,positive
6d0f15b2-511b-43be-9542-6b3be59ca273,Karthi “Giri Giri” Karthi,super app,5,0,5.6.6.2076,2022-01-31 06:15:55,5.6.6.2076,,super app ,label_2,positive
f4588301-ffb6-473b-b79b-768565f61703,Abhishek Baghel,itna internet khata hay ki baas internet ki maa behan ik ki hay,1,0,unknown,2022-01-12 04:39:24,unknown,,itna internet khata hay ki baas internet ki maa behan ik ki hay ,label_1,neutral
a0038a4c-9a15-49a6-a445-581e60468a79,Saina Jitender,it's good but i don't understand why it shows join from browser jn my system and doesn't connects even when there is proper network connection 😕,2,20,5.9.1.3642,2022-01-06 03:56:48,5.9.1.3642,😕,it's good but i don't understand why it shows join from browser jn my system and doesn't connects even when there is proper network connection 😕 😕,label_0,negative
06b179dd-c606-433e-aa84-741e0cb3a830,Vibhav Patil,👏👏👏👌👌👌,5,0,5.8.6.3139,2022-01-28 13:37:59,5.8.6.3139,👏👏👏👌👌👌,👏👏👏👌👌👌 👏👏👏👌👌👌,label_2,positive
ef7b6dc7-bfe1-44cb-aa55-4857e65d48e1,Giansingh Giansingh,this app is very good app,5,0,5.9.1.3642,2022-01-30 03:21:59,5.9.1.3642,,this app is very good app ,label_2,positive
af0d2ab7-f55e-4ee9-86f1-379a7a30781b,Deep Singh,excellent,5,0,unknown,2022-01-06 14:08:01,unknown,,excellent ,label_2,positive
45d668b1-0af1-4eb4-abdb-31e3e0549894,Baah Prince,absolutely good,5,0,unknown,2022-01-04 11:42:05,unknown,,absolutely good ,label_2,positive
6ae02d30-f8cf-478b-8649-999eb02d6753,Aditya vaibhav,i can't sign in,1,0,unknown,2022-01-04 12:54:29,unknown,,i can't sign in ,label_0,negative
65e6eb20-a61a-4300-90fb-08048e58cb1d,Denis Jr Comeau,very fast and easy to function with and up date easy to do.,5,0,5.9.1.3642,2022-01-22 00:32:27,5.9.1.3642,,very fast and easy to function with and up date easy to do. ,label_2,positive
b71d91f2-070f-4942-96cf-51e496a14c2b,Mahendar Kumar bhagwat,good,5,0,5.8.6.3139,2022-01-16 15:11:12,5.8.6.3139,,good ,label_2,positive
c0da56cf-3867-47a3-ba79-b702174b5059,pugazgh sagariya,super my online clases use full,5,0,5.7.1.1254,2022-01-19 04:16:15,5.7.1.1254,,super my online clases use full ,label_1,neutral
d2baa232-2ecb-4a5a-bb02-4b7bad92cd52,Wdan Sumane,ᴀᴄᴛᴜʀᴇᴀʟʏ ɢᴏᴏᴅ ᴀᴘᴘ,5,0,unknown,2022-01-15 14:47:00,unknown,,ᴀᴄᴛᴜʀᴇᴀʟʏ ɢᴏᴏᴅ ᴀᴘᴘ ,label_1,neutral
a0a0665f-bc78-41b7-9a35-2262114f81ae,Icy Cool,always connecting can't attend meeting properly,1,0,unknown,2022-01-06 11:07:00,unknown,,always connecting can't attend meeting properly ,label_0,negative
56ba8094-4f31-4c17-ab24-93673eafd38b,Raja Kumar Paswan,"maintaining a high standard of animal welfare is essential in zoos, and methods of animal welfare assessment should aim to evaluate positive as well as negative states. the indicators that are useful in assessing these are discussed as there is huge variability in the",5,0,unknown,2022-01-27 07:05:48,unknown,,"maintaining a high standard of animal welfare is essential in zoos, and methods of animal welfare assessment should aim to evaluate positive as well as negative states. the indicators that are useful in assessing these are discussed as there is huge variability in the ",label_1,neutral
febc042c-76ff-449d-b8fd-a77e094c9f08,Swapna 123,it's a app,1,0,unknown,2022-01-18 03:48:21,unknown,,it's a app ,label_1,neutral
bba4424b-3216-49aa-9841-95b1f094cce7,Vijaykumar Bansode,good,5,0,5.8.6.3139,2022-01-08 15:39:59,5.8.6.3139,,good ,label_2,positive
e0339088-1691-4ffc-89fe-d25d17ed9b32,Sunil Kumar Singh,awesome. continous meeting session for 3 hours without any issues.,5,0,5.9.1.3642,2022-01-27 12:35:29,5.9.1.3642,,awesome. continous meeting session for 3 hours without any issues. ,label_2,positive
f9a5af15-83ce-448f-8ce0-53c253f898f3,Streams of Light Ministries,thumbs up! works great!,5,0,5.9.1.3642,2022-01-02 00:10:55,5.9.1.3642,,thumbs up! works great! ,label_2,positive
38e2c299-8af2-4473-9f9d-a9ea88dcdfbb,Kannan Subbalakshmy,very good,5,0,5.9.1.3642,2022-01-05 10:30:44,5.9.1.3642,,very good ,label_2,positive
389fb1c2-973a-4ee6-98af-6bbf01963b77,Fareda Gamal,wow,5,0,5.9.1.3642,2022-01-14 09:02:52,5.9.1.3642,,wow ,label_1,neutral
ff216089-add6-4619-abf5-793bbf1505b3,Shruti Jitasia,i have never seen the worst app ever as because it need to uninstall and then install again and again,1,0,5.3.52883.0928,2022-01-05 04:52:46,5.3.52883.0928,,i have never seen the worst app ever as because it need to uninstall and then install again and again ,label_0,negative
b0a80484-ff35-48bd-a0fd-ab314edb4e3d,Shane Khan,nice,1,0,unknown,2022-01-20 13:08:41,unknown,,nice ,label_2,positive
b22d9ee2-57b2-4e91-a53a-fd3dfba1b940,Mehdi Shaikh,nice app,4,0,5.9.0.3502,2022-01-10 05:30:28,5.9.0.3502,,nice app ,label_2,positive
d7f7bea9-2fbb-48cc-8dcc-4e6ee680c2cb,Abraham Naik Banavatu,super,3,0,5.7.7.2047,2022-01-12 16:31:23,5.7.7.2047,,super ,label_1,neutral
fca3613f-ee2a-49e7-87e8-badeb871eb6a,S. Fornatee Nugba,this app is helpful in reaching out to people who are unable to meet you in person.,5,0,5.9.1.3642,2022-01-25 16:36:30,5.9.1.3642,,this app is helpful in reaching out to people who are unable to meet you in person. ,label_2,positive
0c5b6f66-151d-43c8-be00-2908c82d889f,Deepak deepu,lowda lo app,1,0,5.2.45092.0831,2022-01-18 03:02:31,5.2.45092.0831,,lowda lo app ,label_1,neutral
c7d75daa-a6e9-417a-87a0-ba142f8c3062,Rahmath Baqir,🔎 is the one zoomzoomzoom,3,0,unknown,2022-01-07 13:46:15,unknown,🔎,🔎 is the one zoomzoomzoom 🔎,label_1,neutral
d5d6e16a-3d88-42f9-bc83-4fe9bbde0319,big magic,so nice mst op,5,0,5.6.3.1813,2022-01-10 05:46:40,5.6.3.1813,,so nice mst op ,label_2,positive
eef31884-3fb1-4a55-8f1e-fba91d2d2422,Mailarappa Sunagar,this app is not useful . takes more time to join,1,0,unknown,2022-01-10 12:17:08,unknown,,this app is not useful . takes more time to join ,label_0,negative
cf857ee0-50ce-4476-baf8-12e330461076,B11 DINESHWARAN S,no well,1,0,5.7.4.1585,2022-01-07 02:19:26,5.7.4.1585,,no well ,label_1,neutral
7c195a19-8bf8-409b-9f9a-ce7b726372ef,Aadarsh Kambalwar,phirse joom aap k din agye chlo install kar hi lete hai ise bhi,3,0,5.7.1.1254,2022-01-17 04:24:30,5.7.1.1254,,phirse joom aap k din agye chlo install kar hi lete hai ise bhi ,label_1,neutral
daef35af-8820-4dd8-aa89-c8b4a6e4341d,karon thomas,love it!,5,0,5.9.1.3642,2022-01-21 01:36:04,5.9.1.3642,,love it! ,label_2,positive
4de29b28-7060-4bc2-bdc8-30efb83a300f,Suvarna Devineni,super,5,0,unknown,2022-01-22 05:06:23,unknown,,super ,label_1,neutral
057971aa-dc43-4f8b-a320-9aa5c113928b,Md Jahangir alam,very good app,1,0,unknown,2022-01-22 16:13:22,unknown,,very good app ,label_2,positive
82af9dfb-05e5-4665-ba03-8e3de26c59d2,sontesavitha kumari,it is very use full to us,1,0,5.9.1.3642,2022-01-24 05:35:50,5.9.1.3642,,it is very use full to us ,label_2,positive
f32c5fcf-03cd-4c5a-a7d9-0f572157d578,Fatima Rahman,ohers can't see me,1,0,unknown,2022-01-22 13:48:19,unknown,,ohers can't see me ,label_1,neutral
f80ef66e-f2b4-47c3-a179-dad95f1730b3,Brinder Singh Brar,it's a good one than any other.,5,0,unknown,2022-01-15 04:15:01,unknown,,it's a good one than any other. ,label_2,positive
346c2712-093c-4cce-844b-b5fae938e04e,ganesh uppula,un limited data completing,1,0,5.9.1.3642,2022-01-19 04:30:00,5.9.1.3642,,un limited data completing ,label_1,neutral
923f6836-76a2-472d-b271-24d2e6694932,mini light,very good 🙂😊 app i am attend my online class,5,0,5.8.4.2783,2022-01-17 05:07:01,5.8.4.2783,🙂😊,very good 🙂😊 app i am attend my online class 🙂😊,label_2,positive
